word,imagePath,wavPath
chair,,
chalk,,
chalkboard,,
channel,,
chapel,,
charades,,
charm,,
chart,,
checkout,,
Cheek,,
cheese,,
cheesestick,,
cheetah,,
cherish,,
cherry,,
Chest,,
chew,,
chick,,
chicken,,
child,,
chili,,
chill,,
chills,,
chimney,,
chimpanzee,,
Chin,,
chip,,
chipmunk,,
chips,,
chirp,,
chirrup,,
chlorine,,
chocolate,,
choir,,
choo-choo,,
chord,,
christ,,
christmas,,
chrome,,
church,,
cider,,
cinderella,,
citizen,,
citizenship,,
citrus,,
cityhall,,
civic,,
clam,,
clap,,
clapping,,
classroom,,
clay,,
clean,,
cleaner,,
cleaning,,
climb,,
climbingwall,,
clinic,,
clip,,
clipboard,,
clock,,
Close,,
closet,,
clothes,,
cloud,,
cloudy,,
clover,,
clownfish,,
cluck,,
coat,,
cobra,,
cobweb,,
cockroach,,
cocoa,,
coconut,,
coding,,
coffee,,
coffee maker,,
coin,,
cola,,
colander,,
cold,,
color,,
coloring,,
comb,,
come,,
comedy,,
comet,,
comforter,,
commercial,,
communion,,
community,,
compost,,
computer,,
concert,,
conditioner,,
congestion,,
congress,,
congressman,,
constance,,
constitution,,
coo,,
cookie,,
cookies,,
coral,,
corn,,
corner,,
cornfield,,
cornucopia,,
cosmetics,,
costume,,
couch,,
cougar,,
cough,,
council,,
count,,
counter,,
court,,
cousin,,
cow,,
cowcow,,
coworker,,
coyote,,
cpu,,
crab,,
cracker,,
cranberry,,
crane,,
crawl,,
crayon,,
crayons,,
cream,,
cricket,,
croak,,
crocodile,,
cross,,
crow,,
crucifix,,
cruise,,
crush,,
cry,,
cucumber,,
cuddle,,
cuddles,,
cup,,
cupcake,,
cupid,,
curious,,
current,,
curtain,,
cushion,,
cutie,,
cuttingboard,,
cyan,,
cycle,,
cyclone,,
dad,,
dada,,
daddy,,
daisy,,
dam,,
dance,,
darling,,
date,,
daughter,,
dawn,,
december,,
deck,,
deckchair,,
declaration,,
decoration,,
deer,,
deli,,
democracy,,
desk,,
desktop,,
detergent,,
dew,,
diagnosis,,
Diaper,,
diarrhea,,
diningroom,,
dinner,,
director,,
dirt,,
dirty,,
disciples,,
dishwasher,,
disney,,
disneyland,,
disneyworld,,
diving,,
dj,,
doctor,,
documentary,,
dog,,
doggy,,
doll,,
dolphin,,
dominoes,,
donald,,
donkey,,
donut,,
door,,
dory,,
Down,,
dragonfly,,
dragonfruit,,
drain,,
drama,,
draw,,
drawer,,
dress,,
dresser,,
drink,,
drive,,
driveway,,
drizzle,,
drop,,
droplet,,
drums,,
dry,,
dryer,,
duck,,
duckie,,
duckling,,
ducky,,
dumbo,,
dust,,
duststorm,,
duty,,
eagle,,
Ear,,
earwax,,
earwig,,
easter,,
eat,,
eclipse,,
edge,,
eerie,,
egg,,
eggnog,,
eggplant,,
eggs,,
eight,,
eighteen,,
eighty,,
Elbow,,
election,,
elephant,,
eleven,,
elf,,
elk,,
elmo,,
elsa,,
elves,,
email,,
episode,,
eraser,,
ernie,,
espresso,,
ethernet,,
eucharist,,
everglades,,
evergreen,,
exam,,
Eye,,
Eyebrow,,
Eyelash,,
fabric,,
Face,,
faith,,
fall,,
family,,
fan,,
fanfare,,
fart,,
fast,,
fastforward,,
father,,
fatigue,,
faucet,,
feast,,
feather,,
february,,
felt,,
fence,,
ferry,,
festival,,
festive,,
fever,,
fifteen,,
fifty,,
fig,,
file,,
filter,,
Finger,,
Fingernail,,
fins,,
fir,,
firefighter,,
firefly,,
firefox,,
fireplace,,
firetruck,,
firewall,,
fireworks,,
fish,,
fishing,,
fishy,,
five,,
fix,,
flag,,
flamingo,,
flea,,
float,,
flood,,
floor,,
flour,,
flower,,
flowers,,
fluffy,,
flute,,
fly,,
foam,,
fog,,
foggy,,
fold,,
folder,,
Foods,,
Foot,,
forgiveness,,
fork,,
forklift,,
form,,
forty,,
founding,,
fountain,,
four,,
fourteen,,
fox,,
frame,,
freedom,,
freeze,,
freezer,,
freezing,,
friend,,
friends,,
fright,,
frisbee,,
Frog,,
froggy,,
frost,,
frosty,,
frozen,,
fruit,,
fudge,,
fullmoon,,
fun,,
funny,,
garage,,
garden,,
gardening,,
garland,,
garlic,,
gas,,
gate,,
gator,,
genie,,
gentle,,
george,,
germ,,
geyser,,
ghost,,
gift,,
giggle,,
ginger,,
gingerbread,,
giraffe,,
give,,
glacier,,
glass,,
glitter,,
glove,,
gloves,,
glow,,
glue,,
Go,,
goat,,
gobble,,
goblin,,
god,,
goggles,,
gold,,
goldfish,,
Good,,
goofy,,
goose,,
gordon,,
gorilla,,
gospel,,
government,,
governor,,
gpu,,
grab,,
grace,,
grade,,
gramma,,
grammy,,
grandfather,,
grandma,,
grandmother,,
grandpa,,
granny,,
grape,,
grapefruit,,
grass,,
grasshopper,,
grater,,
gratitude,,
graveyard,,
gravy,,
gray,,
green,,
grill,,
grocery,,
grover,,
growl,,
growth,,
grunt,,
guava,,
guide,,
guitar,,
gulf,,
gum,,
gym,,
hail,,
Hair,,
hairdryer,,
halloween,,
hallway,,
hamburger,,
hamper,,
hamster,,
Hand,,
handle,,
hanger,,
hangman,,
Happy,,
harddrive,,
hardware,,
harmony,,
harvest,,
hat,,
hauntedhouse,,
hawk,,
hdmi,,
he,,
Head,,
headache,,
headboard,,
headphones,,
headset,,
heart,,
heat,,
heaven,,
hedgehog,,
Heel,,
helicopter,,
hell,,
hello,,
Help,,
hen,,
her,,
here,,
Hi,,
hide,,
hideandseek,,
him,,
hinge,,
Hip,,
hippo,,
hiss,,
history,,
hoe,,
holiday,,
holidays,,
holly,,
holy,,
holyspirit,,
Home,,
homework,,
honey,,
honeydew,,
hoodie,,
hook,,
hooper,,
hoot,,
hop,,
hope,,
hopscotch,,
horse,,
horsie,,
hose,,
hospital,,
hot,,
hotairballoon,,
hotdog,,
hottato,,
House,,
howl,,
hug,,
hum,,
humid,,
humidity,,
hundred,,
hunt,,
hurricane,,
hurt,,
husband,,
hyena,,
hymn,,
ice,,
ice cream,,
icecream,,
icky,,
icy,,
iguana,,
In,,
independence,,
indigo,,
infection,,
inflatable,,
ink,,
instrument,,
ireland,,
irish,,
iron,,
it,,
itch,,
jacket,,
jackolantern,,
jafar,,
jaguar,,
jam,,
january,,
jasmin,,
jeans,,
jello,,
jelly,,
jellyfish,,
jessie,,
jesus,,
jet,,
jig,,
jingle,,
joy,,
judge,,
juice,,
july,,
jump,,
jumping,,
jumprope,,
june,,
jungle gym,,
jury,,
justice,,
kale,,
kangaroo,,
kayak,,
kayaking,,
kettle,,
key,,
keyboard,,
keys,,
kick,,
kickball,,
kickboard,,
kids,,
kindness,,
kiss,,
kitchen,,
kite,,
kitty,,
kittycat,,
kiwi,,
Knee,,
knife,,
koala,,
kombucha,,
kristoff,,
ladder,,
ladle,,
ladybug,,
lake,,
lamp,,
lantern,,
laptop,,
lather,,
latte,,
laugh,,
laughing,,
laundry,,
laundryroom,,
lavender,,
law,,
lawnmower,,
learning,,
leaves,,
leek,,
Leg,,
leggings,,
legislation,,
lego,,
lemon,,
lemonade,,
leopard,,
leprechaun,,
lettuce,,
liberty,,
library,,
licorice,,
lifeguard,,
lifering,,
light,,
lightning,,
lights,,
lilo,,
lily,,
lime,,
limousine,,
line,,
linux,,
lion,,
Lip,,
little,,
livingroom,,
llama,,
load,,
lobster,,
lock,,
locker,,
login,,
lollipop,,
loofah,,
look,,
loud,,
love,,
loveseat,,
luck,,
lucky,,
luis,,
lunchbox,,
lychee,,
lynx,,
lyrics,,
macaron,,
macaw,,
macos,,
magazine,,
magenta,,
magic,,
mama,,
manatee,,
mango,,
mantel,,
mantis,,
marble,,
marbles,,
march,,
margarita,,
maria,,
markers,,
marlin,,
maroon,,
marsh,,
marshmallow,,
marvel,,
mashed,,
mask,,
mater,,
math,,
mattress,,
may,,
mayor,,
maze,,
me,,
measuringcup,,
measuringspoon,,
meat,,
medicine,,
melody,,
melon,,
meow,,
mercy,,
meteor,,
mickey,,
micky,,
microphone,,
microwave,,
mike,,
military,,
milk,,
milkshake,,
millipede,,
mine,,
minivan,,
minnie,,
miracle,,
mirror,,
miss,,
mist,,
mistletoe,,
misty,,
mittens,,
mixer,,
moana,,
mocha,,
modem,,
mom,,
momma,,
mommy,,
monitor,,
monk,,
monkey,,
monkeybars,,
monster,,
moo,,
moon,,
moose,,
more,,
mosquito,,
moth,,
mother,,
motherboard,,
motorcycle,,
mouse,,
mousey,,
Mouth,,
movie,,
mucus,,
mufasa,,
muffin,,
mug,,
muggy,,
mulan,,
mulch,,
mummy,,
muppet,,
mushroom,,
music,,
mute,,
my,,
Nail,,
nala,,
nana,,
napkin,,
naples,,
native,,
nativity,,
nausea,,
navy,,
Neck,,
needle,,
needles,,
neigh,,
neighbor,,
nemo,,
nephew,,
nest,,
network,,
news,,
newspaper,,
niece,,
night,,
night-night,,
nightstand,,
nine,,
nineteen,,
ninety,,
No,,
noel,,
none,,
noodle,,
northpole,,
nose,,
note,,
notebook,,
november,,
numbers,,
nun,,
nurse,,
ocean,,
october,,
octopus,,
off,,
office,,
oink,,
ointment,,
okapi,,
okay,,
okra,,
olaf,,
on,,
one,,
onion,,
Open,,
orange,,
orca,,
orchestra,,
ornament,,
oscar,,
otter,,
Out,,
outlet,,
oven,,
overcast,,
owl,,
oyster,,
pain,,
paint,,
paintbrush,,
painting,,
pajamas,,
palm,,
palm tree,,
pan,,
pancake,,
panda,,
panhandle,,
panther,,
pantry,,
pants,,
papa,,
papaya,,
paper,,
pappy,,
parade,,
parent,,
parish,,
parliament,,
parrot,,
parsnip,,
partner,,
passion,,
passionfruit,,
password,,
pasta,,
pastel,,
pastor,,
path,,
patient,,
patio,,
patriot,,
patriotism,,
pause,,
pea,,
peace,,
peach,,
peacock,,
peanut,,
pear,,
peas,,
pebble,,
pee,,
peek,,
peeler,,
peep,,
peeps,,
peg,,
pelican,,
pen,,
pencil,,
penguin,,
pepper,,
pepsi,,
pet,,
peterpan,,
petition,,
pew,,
phlegm,,
Phone,,
photo,,
piano,,
picnic,,
pie,,
pier,,
pig,,
pigeon,,
piggy,,
pile,,
pilgrim,,
pill,,
pillow,,
pinch,,
pine,,
pineapple,,
pinecone,,
pink,,
pinocchio,,
pixar,,
Plane,,
plant,,
plate,,
play,,
playdough,,
playground,,
playlist,,
please,,
pledge,,
plug,,
plum,,
plunger,,
pluto,,
pocahontas,,
point,,
police,,
policecar,,
policy,,
politician,,
pomegranate,,
pond,,
pool,,
pooltoys,,
poop,,
popsicle,,
porch,,
porcupine,,
pot,,
potato,,
potatoes,,
potion,,
potofgold,,
potty,,
prairie,,
prayer,,
prescription,,
present,,
president,,
priest,,
princess,,
principal,,
printer,,
processor,,
produce,,
programming,,
proposal,,
protest,,
psalm,,
pub,,
public,,
Publix,,
pudding,,
puddle,,
pull,,
pumpkin,,
pumpkinpie,,
punch,,
puppet,,
puppy,,
purple,,
purr,,
pus,,
push,,
puzzle,,
puzzles,,
python,,
quack,,
quiet,,
quiz,,
rabbit,,
raccoon,,
rachel,,
racquet,,
radish,,
raft,,
railing,,
rain,,
rainbow,,
rainy,,
rake,,
ram,,
rapunzel,,
rash,,
raspberry,,
rating,,
rattle,,
razor,,
reading,,
rebirth,,
receipt,,
receptionist,,
recess,,
recliner,,
record,,
red,,
redeemer,,
referral,,
refrigerator,,
reindeer,,
remix,,
remote,,
repentance,,
reportcard,,
republic,,
reservoir,,
resort,,
rest,,
results,,
resurrection,,
revolution,,
rewind,,
rhino,,
rhythm,,
ribbit,,
ribbon,,
rice,,
ride,,
rights,,
ring,,
rinse,,
river,,
road,,
roar,,
robe,,
robot,,
rock,,
rocket,,
roll,,
romance,,
roof,,
rooster,,
rootbeer,,
rope,,
rosary,,
rose,,
roses,,
rosita,,
router,,
rug,,
ruler,,
run,,
running,,
runny,,
sacred,,
Sad,,
safari,,
saint,,
saliva,,
salt,,
salvation,,
sand,,
sandals,,
sandbox,,
sandcastle,,
sandstorm,,
sanitizer,,
santa,,
satellite,,
saxophone,,
scale,,
scan,,
scanner,,
scar,,
scarecrow,,
scarf,,
scary,,
school,,
science,,
scissors,,
scooter,,
scorpion,,
screech,,
screen,,
screening,,
screenplay,,
scribble,,
scripture,,
scrub,,
sea,,
seafood,,
seahorse,,
seal,,
seashell,,
seaurchin,,
seaweed,,
seaworld,,
see,,
seed,,
seesaw,,
senator,,
september,,
sequins,,
series,,
sermon,,
server,,
service,,
sesame,,
seven,,
seventeen,,
seventy,,
shade,,
shake,,
shampoo,,
shamrock,,
sharing,,
shark,,
she,,
shed,,
sheep,,
sheet,,
ship,,
shirt,,
Shoe,,
shoes,,
shortcut,,
shorts,,
Shoulder,,
shovel,,
show,,
shower,,
showers,,
signal,,
silly,,
silver,,
silverfish,,
simba,,
simon,,
sin,,
sing,,
sink,,
sis,,
sissy,,
sister,,
sit,,
sitcom,,
six,,
sixteen,,
sixty,,
skateboard,,
skeleton,,
skillet,,
Skin,,
skip,,
skipping,,
skirt,,
skull,,
skunk,,
Sky,,
sled,,
sleep,,
sleet,,
sleigh,,
slide,,
slinky,,
slippers,,
sloth,,
slow,,
slug,,
Small,,
smoke,,
smoothie,,
snacks,,
snail,,
snake,,
sneakers,,
sneeze,,
snorkel,,
snort,,
snot,,
snow,,
snowflake,,
snowman,,
snowwhite,,
snowy,,
snuffleupagus,,
snuffy,,
snuggles,,
soap,,
soccer,,
sock,,
socks,,
soda,,
sofa,,
soft,,
softener,,
software,,
soil,,
some,,
son,,
song,,
sore,,
sorry,,
soup,,
spaghetti,,
sparkle,,
sparklers,,
sparrow,,
spatula,,
speaker,,
specialist,,
spelling,,
spices,,
spider,,
spin,,
spinach,,
Spine,,
spit,,
splashing,,
sponge,,
spooky,,
spoon,,
sports,,
spray,,
spring,,
sprinkler,,
sprinkles,,
sprite,,
spruce,,
squash,,
squeak,,
squid,,
squirrel,,
ssd,,
stack,,
stage,,
stain,,
stairs,,
stamp,,
stand,,
stand up,,
star,,
starfish,,
starfruit,,
stars,,
starwars,,
steam,,
stencil,,
stereo,,
stethoscope,,
sticker,,
stingray,,
stitch,,
stocking,,
Stomach,,
Stop,,
storage,,
storm,,
stormy,,
stove,,
stpatrick,,
strainer,,
strawberry,,
stream,,
streaming,,
street,,
string,,
stripes,,
student,,
studio,,
study,,
stuffing,,
subject,,
submarine,,
subtitle,,
subway,,
sugar,,
suit,,
sulley,,
summer,,
sun,,
sunglasses,,
sunny,,
sunrise,,
sunscreen,,
sunshine,,
surfboard,,
suv,,
swamp,,
sweat,,
sweater,,
sweet,,
sweetheart,,
sweetie,,
swimcap,,
swimming,,
swimsuit,,
swing,,
swings,,
switch,,
syringe,,
table,,
taffy,,
tag,,
tampa,,
tangerine,,
tank,,
tape,,
tapir,,
taxes,,
taxi,,
tea,,
teacher,,
teal,,
teapot,,
tears,,
teddy,,
teddy bear,,
Teeth,,
teether,,
television,,
tempo,,
ten,,
termite,,
test,,
textbook,,
Thank,,
thank you,,
thankful,,
thanksgiving,,
themepark,,
there,,
thermometer,,
Thigh,,
thirteen,,
thirty,,
thousand,,
thread,,
three,,
threshold,,
throat,,
throw,,
Thumb,,
thumper,,
thunder,,
thunderstorm,,
tiana,,
tick,,
tickle,,
tide,,
tie,,
tiger,,
tights,,
tile,,
tinkerbell,,
tinsel,,
tire swing,,
tissue,,
toaster,,
Toe,,
Toenail,,
toilet,,
toiletpaper,,
tomato,,
tombstone,,
tongs,,
Tongue,,
toothbrush,,
toothpaste,,
top,,
tornado,,
toucan,,
touchscreen,,
towel,,
toy,,
toys,,
trackpad,,
tractor,,
train,,
tram,,
trampoline,,
trashcan,,
treat,,
tree,,
trellis,,
trick,,
trill,,
trinity,,
trombone,,
tropical,,
truck,,
truffle,,
trumpet,,
trunk,,
trunks,,
tshirt,,
tulip,,
turkey,,
turnip,,
turquoise,,
turtle,,
tv,,
tweet,,
twelve,,
twenty,,
two,,
typhoon,,
umbrella,,
uncle,,
underwear,,
uniform,,
universal,,
Up,,
usa,,
usb,,
vacation,,
vaccine,,
valentine,,
vampire,,
van,,
vanity,,
vapor,,
vase,,
vegetable,,
vent,,
vest,,
villain,,
vine,,
violet,,
violin,,
virus,,
vocal,,
voice,,
volume,,
vomit,,
vote,,
waffle,,
wagon,,
Waist,,
waitingroom,,
walk,,
wall,,
walnut,,
walrus,,
want,,
wardrobe,,
warm,,
wash,,
washcloth,,
washer,,
wasp,,
watch,,
water,,
waterfall,,
watergun,,
wateringcan,,
watermelon,,
wave,,
waves,,
weakness,,
webcam,,
weed,,
werewolf,,
wet,,
whale,,
whimper,,
whinny,,
whisk,,
whistle,,
white,,
whiteboard,,
Whole,,
wife,,
wifi,,
Wind,,
window,,
windows,,
windy,,
wine,,
winter,,
witch,,
witchhat,,
wolf,,
woodchips,,
woodpecker,,
woody,,
woof,,
workshop,,
worm,,
wormy,,
worship,,
wrapping,,
wreath,,
wrinkle,,
Wrist,,
writing,,
xray,,
yacht,,
yam,,
yap,,
yard,,
yarn,,
yawn,,
yellow,,
Yes,,
yogurt,,
you,,
yucky,,
yuletide,,
yummy,,
zebra,,
zero,,
zoe,,
zombie,,
zucchini,,
